Report Type,Taxonomy ID (Long Format),Item Name (VI),Unified UI Column,VCI Old Key,MAS Old Key,KBS Old Key
balance_sheet,BS_ADVANCES_FROM_CUSTOMERS,Người mua trả tiền trước ngắn hạn,nguoi_mua_tra_tien_truoc_ngan_han,nguoi_mua_tra_tien_truoc_ngan_han,9_advances_from_customers | 3_advances_from_customers | 2_short_term_advances_from_customers,9_advances_from_customers | 3_advances_from_customers | 2_short_term_advances_from_customers
balance_sheet,BS_TAXES_AND_OTHER_PAYABLES_TO_STATE_AUTHORITIES,Thuế và các khoản phải nộp Nhà nước,taxes_and_other_payables_to_state_authorities,thue_va_cac_khoan_phai_nop_nha_nuoc,10_taxes_and_other_payables_to_state_authorities | 4_taxes_and_other_payables_to_state_authorities | 4_short_term_taxes_and_other_payables_to_the_government | 3_taxes_and_other_payables_to_state_authorities,10_taxes_and_other_payables_to_state_authorities | 4_taxes_and_other_payables_to_state_authorities | 4_short_term_taxes_and_other_payables_to_the_government
balance_sheet,BS_PAYABLE_TO_EMPLOYEES,Phải trả người lao động,payable_to_employees,phai_tra_nguoi_lao_dong,11_payable_to_employees | 5_payable_to_employees | 4_payable_to_employees,11_payable_to_employees | 5_payable_to_employees
balance_sheet,BS_ACCRUED_EXPENSES,Chi phí phải trả ngắn hạn,chi_phi_phai_tra_ngan_han,chi_phi_phai_tra_ngan_han,6_short_term_accrued_expenses | 5_short_term_acrrued_expenses,13_accrued_expenses | 6_accrued_expenses | 6_short_term_accrued_expenses
balance_sheet,BS_SHORT_TERM_PAYABLES_FOR_CONSTRUCTION_CONTRACT_PROGRESS,Phải trả về xây dựng cơ bản,phai_tra_ve_xay_dung_co_ban,phai_tra_ve_xay_dung_co_ban,8_construction_contract_progress_payments_due_to_suppliers | 7_construction_contract_progress_payments_due_to_suppliers,8_short_term_payables_for_construction_contract_progress
balance_sheet,BS_OTHER_PAYABLES,Phải trả ngắn hạn khác,other_payables,phai_tra_ngan_han_khac,10_other_short_term_payables,17_other_payables | 9_other_payables | 10_other_short_term_payables
balance_sheet,BS_SHORT_TERM_PROVISIONS,Dự phòng phải trả ngắn hạn,du_phong_phai_tra_ngan_han,du_phong_phai_tra_ngan_han,18_provision_for_short_term_liabilities | 10_provision_for_short_term_liabilities | 12_provision_for_short_term_liabilities | 11_provision_for_short_term_liabilities,10_provision_for_short_term_liabilities | 12_provision_for_short_term_liabilities
balance_sheet,BS_BONUS_AND_WELFARE_FUND,"Quỹ khen thưởng, phúc lợi",bonus_and_welfare_fund,quy_khen_thuong_phuc_loi,19_bonus_and_welfare_fund | 13_bonus_and_welfare_fund | 12_bonus_and_welfare_fund,19_bonus_and_welfare_fund | 11_bonus_and_welfare_fund | 13_bonus_and_welfare_fund
balance_sheet,BS_LONG_TERM_LIABILITIES,Nợ dài hạn,long_term_liabilities,no_dai_han,ii_long_term_liabilities,ii_long_term_liabilities
balance_sheet,BS_LONG_TERM_TRADE_PAYABLES,Phải trả người bán dài hạn,long_term_trade_payables,phai_tra_nguoi_ban_dai_han,5_long_term_trade_payables | 1_long_term_trade_payables,1_long_term_trade_payables
balance_sheet,BS_OTHER_LONG_TERM_LIABILITIES,Phải trả dài hạn khác,other_long_term_liabilities,phai_tra_dai_han_khac,,3_other_long_term_liabilities | 8_other_long_term_liabilities
balance_sheet,BS_LONG_TERM_BORROWINGS,Vay và nợ thuê tài chính dài hạn,vay_va_no_thue_tai_chinh_dai_han,vay_va_no_thue_tai_chinh_dai_han,9_long_term_borrowings_and_financial_leases | 8_long_term_borrowings_and_financial_leases,4_long_term_borrowings | 9_long_term_borrowings_and_financial_leases
balance_sheet,BS_LONG_TERM_PROVISIONS,Dự phòng phải trả dài hạn,du_phong_phai_tra_dai_han,du_phong_phai_tra_dai_han,12_provision_for_long_term_liabilities | 7_provision_for_long_term_liabilities | 13_provision_for_long_term_liabilities,13_provision_for_long_term_liabilities
balance_sheet,BS_LONG_TERM_UNEARNED_REVENUE,Doanh thu chưa thực hiện dài hạn,long_term_unearned_revenue,doanh_thu_chua_thuc_hien_dai_han,9_unearned_revenue | 8_unearned_revenue | 7_long_term_unearned_revenue | 6_long_term_unearned_revenue,7_long_term_unearned_revenue | 9_unearned_revenue
balance_sheet,BS_FUND_FOR_TECHNOLOGY_DEVELOPMENT,Quỹ phát triển khoa học và công nghệ,quy_phat_trien_khoa_hoc_va_cong_nghe,quy_phat_trien_khoa_hoc_va_cong_nghe,15_fund_for_technology_development | 9_fund_for_technology_development | 14_fund_for_technology_development | 13_fund_for_technology_development,14_fund_for_technology_development
balance_sheet,BS_INVESTMENT_AND_DEVELOPMENT_FUND,Quỹ đầu tư phát triển,investment_and_development_fund,quy_dau_tu_phat_trien,,7_investment_and_development_fund | 8_investment_and_development_fund
balance_sheet,BS_FINANCIAL_RESERVES,Quỹ dự phòng tài chính và rủi ro nghiệp vụ,quy_du_phong_tai_chinh_va_rui_ro_nghiep_vu,quy_du_phong_tai_chinh_va_rui_ro_nghiep_vu,,8_financial_reserves | 5_financial_reserves
balance_sheet,BS_OTHER_RESERVES,Quỹ khác thuộc vốn chủ sở hữu,quy_khac_thuoc_von_chu_so_huu,quy_khac_thuoc_von_chu_so_huu,10_other_reserves | 9_other_funds_from_owner_s_equity,10_other_reserves | 6_other_funds_from_owner_s_equity | 9_other_funds_from_owner_s_equity
balance_sheet,BS_FUNDING_SOURCES,Nguồn kinh phí và quỹ khác,nguon_kinh_phi_va_quy_khac,nguon_kinh_phi_va_quy_khac,ii_budget_resources_and_other_funds | ii_other_resources_and_funds,1_funding_sources
balance_sheet,BS_STATE_BUDGET_CAPITAL,Vốn ngân sách nhà nước,von_ngan_sach_nha_nuoc,von_ngan_sach_nha_nuoc,1_subsidized_not_for_profit_funds | 1_funding_sources,1_funding_sources
balance_sheet,BS_PAYABLES_SECURITIES_TRADING,Phải trả hoạt động giao dịch chứng khoán,phai_tra_hoat_dong_giao_dich_chung_khoan,phai_tra_hoat_dong_giao_dich_chung_khoan,,6_payables_to_securities_trading_activities
balance_sheet,BS_ASSETS_AWAITING_RESOLUTION,Tài sản thiếu chờ xử lý,tai_san_thieu_cho_xu_ly,tai_san_thieu_cho_xu_ly,,7_assets_awaiting_resolution
balance_sheet,BS_SHORT_TERM_LOAN_RECEIVABLES,Phải thu về cho vay ngắn hạn,short_term_loan_receivables,phai_thu_ve_cho_vay_ngan_han,4_short_term_loan_receivables | 5_short_term_loan_receivables,5_short_term_loan_receivables | 4_short_term_loan_receivables
balance_sheet,BS_LONG_TERM_PREPAYMENTS_TO_SUPPLIERS,Trả trước cho người bán dài hạn,long_term_prepayments_to_suppliers,tra_truoc_cho_nguoi_ban_dai_han,2_long_term_prepayments_to_suppliers,2_long_term_prepayments_to_suppliers
balance_sheet,BS_LONG_TERM_LOAN_RECEIVABLES,Phải thu về cho vay dài hạn,long_term_loan_receivables,phai_thu_ve_cho_vay_dai_han,5_long_term_loan_receivables,5_long_term_loan_receivables
balance_sheet,BS_CONSTRUCTION_IN_PROGRESS,Tài sản dở dang dài hạn,construction_in_progress,tai_san_do_dang_dai_han,iv_long_term_assets_in_progress | v_long_term_assets_in_progress,iv_construction_in_progress | 4_construction_in_progress | v_long_term_assets_in_progress
balance_sheet,BS_LONG_TERM_PRODUCTION_IN_PROGRESS,"Chi phí sản xuất, kinh doanh dở dang dài hạn",chi_phi_san_xuat_kinh_doanh_do_dang_dai_han,chi_phi_san_xuat_kinh_doanh_do_dang_dai_han,1_long_term_production_in_progress,1_long_term_production_in_progress
balance_sheet,BS_LONG_TERM_EQUIPMENT_SUPPLIES_SPARE_PARTS,"Thiết bị, vật tư, phụ tùng thay thế dài hạn",thiet_bi_vat_tu_phu_tung_thay_the_dai_han,thiet_bi_vat_tu_phu_tung_thay_the_dai_han,3_long_term_equipment_supplies_spare_parts,3_long_term_equipment_supplies_spare_parts
balance_sheet,BS_SHORT_TERM_UNEARNED_REVENUE,Doanh thu chưa thực hiện ngắn hạn,short_term_unearned_revenue,doanh_thu_chua_thuc_hien_ngan_han,15_unearned_revenue | 14_short_term_unearned_revenue | 9_short_term_unearned_revenue | 8_short_term_unearned_revenue,14_short_term_unearned_revenue | 15_unearned_revenue | 9_short_term_unearned_revenue
balance_sheet,BS_PRICE_STABILIZATION_FUND,Quỹ bình ổn giá,quy_binh_on_gia,quy_binh_on_gia,11_bonus_and_welfare_fund | 14_price_stabilization_fund | 13_price_stabilization_fund,
balance_sheet,BS_PAYABLES_GOVERNMENT_BONDS_TRADING,Giao dịch mua bán lại trái phiếu Chính phủ,giao_dich_mua_ban_lai_trai_phieu_chinh_phu,giao_dich_mua_ban_lai_trai_phieu_chinh_phu,12_payables_for_government_bond_trading_activities,12_payables_for_government_bond_trading_activities
balance_sheet,BS_LONG_TERM_ADVANCES_FROM_CUSTOMERS,Người mua trả tiền trước dài hạn,long_term_advances_from_customers,nguoi_mua_tra_tien_truoc_dai_han,6_advances_from_customers | 2_long_term_advances_from_customers,"{'id': '2_long_term_advances_from_customers', 'votes': 6}"
balance_sheet,BS_LONG_TERM_ACCRUED_EXPENSES,Chi phí phải trả dài hạn,chi_phi_phai_tra_dai_han,chi_phi_phai_tra_dai_han,4_long_term_accrued_expenses | 3_long_term_acrrued_expenses,"{'id': '4_long_term_accrued_expenses', 'votes': 7}"
balance_sheet,BS_CONVERTIBLE_BONDS,Trái phiếu chuyển đổi,convertible_bonds,trai_phieu_chuyen_doi,10_convertible_bonds | 9_convertible_bonds,10_convertible_bonds
balance_sheet,BS_CAPITAL_FROM_OWNERS,Cổ phiếu phổ thông có quyền biểu quyết,co_phieu_pho_thong_co_quyen_bieu_quyet,co_phieu_pho_thong_co_quyen_bieu_quyet,common_stock_with_voting_right,1_1_capital_from_owners | common_stock_with_voting_right
balance_sheet,BS_ACCUMULATED_RETAINED_EARNING_AT_THE_END_OF_THE_PREVIOUS_PERIOD,LNST chưa phân phối kỳ này,lnst_chua_phan_phoi_ky_nay,lnst_chua_phan_phoi_ky_nay,accumulated_retained_earning_at_the_end_of_the_previous_period,accumulated_retained_earning_at_the_end_of_the_previous_period
balance_sheet,BS_PROFIT_THIS_PERIOD,LNST chưa phân phối kỳ này,lnst_chua_phan_phoi_ky_nay,lnst_chua_phan_phoi_ky_nay,undistributed_earnings_in_this_period,7_1_realised_profits | undistributed_earnings_in_this_period
balance_sheet,BS_CAPITAL_CONSTRUCTION_IN_PROGRESS,Chi phí xây dựng cơ bản dở dang,chi_phi_xay_dung_co_ban_do_dang,chi_phi_xay_dung_co_ban_do_dang,iv_construction_in_progress | 4_construction_in_progress | 2_construction_in_progress,iv_construction_in_progress | 4_construction_in_progress | 2_construction_in_progress
balance_sheet,BS_SETTLEMENT_ASSISTANCE_FUND,Tiền chi nộp Quỹ Hỗ trợ thanh toán,tien_chi_nop_quy_ho_tro_thanh_toan,tien_chi_nop_quy_ho_tro_thanh_toan,4_payment_for_settlement_assistance_fund | 5_cash_paid_to_settlement_assistance_fund,4_payment_for_settlement_assistance_fund
balance_sheet,BS_SHORT_TERM_FINANCIAL_ASSETS,Tài sản tài chính ngắn hạn,tai_san_tai_chinh_ngan_han,tai_san_tai_chinh_ngan_han,short_term_financial_assets,short_term_financial_assets
balance_sheet,BS_LOANS,Các khoản cho vay,cac_khoan_cho_vay,cac_khoan_cho_vay,4_loans,4_loans
balance_sheet,BS_AVAILABLE_FOR_SALE_FINANCIAL_ASSETS_AFS,Các khoản tài chính sẵn sàng để bán,cac_khoan_tai_chinh_san_sang_de_ban,cac_khoan_tai_chinh_san_sang_de_ban,5_available_for_sale_financial_assets_afs,5_available_for_sale_financial_assets_afs
balance_sheet,BS_RECEIVABLES_POST_2016,Các khoản phải thu,cac_khoan_phai_thu,cac_khoan_phai_thu,,7_short_term_receivables
balance_sheet,BS_RECEIVABLES_FROM_DISPOSAL_OF_FINANCIAL_ASSETS,Phải thu bán các tài sản tài chính,phai_thu_ban_cac_tai_san_tai_chinh,phai_thu_ban_cac_tai_san_tai_chinh,7_1_receivables_from_disposal_of_financial_assets,7_1_receivables_from_disposal_of_financial_assets
balance_sheet,BS_RECEIVABLES_AND_ACCRUALS_FROM_DIVIDENDS_AND_INTEREST_INCOME,"Phải thu và dự thu cổ tức, tiền lãi các tài sản tài chính",phai_thu_va_du_thu_co_tuc_tien_lai_cac_tai_san_tai_chinh,phai_thu_va_du_thu_co_tuc_tien_lai_cac_tai_san_tai_chinh,,7_2_receivables_and_accruals_from_dividends_and_interest_income
balance_sheet,BS_DUE_DIVIDEND_AND_INTEREST_RECEIVABLES,"Phải thu cổ tức, tiền lãi đến ngày nhận",phai_thu_co_tuc_tien_lai_den_ngay_nhan,phai_thu_co_tuc_tien_lai_den_ngay_nhan,7_2_1_due_dividend_and_interest_receivables,7_2_1_due_dividend_and_interest_receivables
balance_sheet,BS_UNDUE_DIVIDEND_AND_INTEREST_RECEIVABLES,"Dự thu cổ tức , tiền lãi chưa đến ngày nhận",du_thu_co_tuc_tien_lai_chua_den_ngay_nhan,du_thu_co_tuc_tien_lai_chua_den_ngay_nhan,7_2_2_undue_dividend_and_interest_receivables,7_2_2_undue_dividend_and_interest_receivables
balance_sheet,BS_SERVICE_RELATED_RECEIVABLE,Phải thu các dịch vụ CTCK cung cấp,phai_thu_cac_dich_vu_ctck_cung_cap,phai_thu_cac_dich_vu_ctck_cung_cap,,9_service_related_receivable
balance_sheet,BS_PROVISION_FOR_DOUBTFUL_DEBTS,Dự phòng suy giảm giá trị các khoản phải thu,du_phong_suy_giam_gia_tri_cac_khoan_phai_thu,du_phong_suy_giam_gia_tri_cac_khoan_phai_thu,13_provision_for_doubtful_debts,13_provision_for_doubtful_debts
balance_sheet,BS_ADVANCES,Tạm ứng,tam_ung,tam_ung,,1_advances
balance_sheet,BS_OFFICE_SUPPLIES_TOOLS,"Vật tư văn phòng, công cụ, dụng cụ",vat_tu_van_phong_cong_cu_dung_cu,vat_tu_van_phong_cong_cu_dung_cu,2_office_supplies_tools,2_office_supplies_tools
balance_sheet,BS_PLEDGED_ASSETS_MORTGAGES_SECURITY_DEPOSITS_IN_SHORT_TERM,"Cầm cố, thế chấp, ký quỹ , ký cược ngắn hạn",cam_co_the_chap_ky_quy_ky_cuoc_ngan_han,cam_co_the_chap_ky_quy_ky_cuoc_ngan_han,4_pledged_assets_mortgages_security_deposits_in_short_term,4_pledged_assets_mortgages_security_deposits_in_short_term
balance_sheet,BS_LONG_TERM_FINANCIAL_ASSETS,Tài sản tài chính dài hạn,tai_san_tai_chinh_dai_han,tai_san_tai_chinh_dai_han,i_long_term_financial_assets,i_long_term_financial_assets
balance_sheet,BS_LONG_TERM_PLEDGED_ASSETS,"Cầm cố, thế chấp, kỹ quỹ, Ký cược dài hạn",cam_co_the_chap_ky_quy_ky_cuoc_dai_han,cam_co_the_chap_ky_quy_ky_cuoc_dai_han,1_pledged_assets_mortgages_security_deposits_in_long_term,1_pledged_assets_mortgages_security_deposits_in_long_term
balance_sheet,BS_SHORT_TERM_BORROWINGS_DETAIL,Vay ngắn hạn,vay_ngan_han,vay_ngan_han,1_1_short_term_borrowings,1_short_term_borrowings
balance_sheet,BS_SHORT_TERM_BONDS,Trái phiếu phát hành ngắn hạn,trai_phieu_phat_hanh_ngan_han,trai_phieu_phat_hanh_ngan_han,4_short_term_bonds,4_short_term_bonds
balance_sheet,BS_EMPLOYEE_WELFARE_PAYABLES,Các khoản trích nộp phúc lợi nhân viên,cac_khoan_trich_nop_phuc_loi_nhan_vien,cac_khoan_trich_nop_phuc_loi_nhan_vien,12_employee_welfare_payables,12_employee_welfare_payables
balance_sheet,BS_SHORT_TERM_DEPOSITS_RECEIVED,"Nhận ký quỹ, ký cược ngắn hạn",nhan_ky_quy_ky_cuoc_ngan_han,nhan_ky_quy_ky_cuoc_ngan_han,,16_short_term_deposits_collateral_received
balance_sheet,BS_LONG_TERM_BONDS,Trái phiếu phát hành dài hạn,trai_phieu_phat_hanh_dai_han,trai_phieu_phat_hanh_dai_han,4_long_term_bonds,"{'id': '4_long_term_bonds', 'votes': 5}"
balance_sheet,BS_LONG_TERM_DEPOSITS_COLLATERAL_RECEIVED,"Nhận ký quỹ, ký cược dài hạn",nhan_ky_quy_ky_cuoc_dai_han,nhan_ky_quy_ky_cuoc_dai_han,10_long_term_deposits_collateral_received,10_long_term_deposits_collateral_received
balance_sheet,BS_INVESTMENT_CAPITAL_FROM_OWNERS,Vốn đầu tư của chủ sở hữu,von_dau_tu_cua_chu_so_huu,von_dau_tu_cua_chu_so_huu,1_investment_capital_from_owners,1_investment_capital_from_owners
balance_sheet,BS_SUPPLEMENTARY_CAPITAL_RESERVE,Quỹ dự trữ bổ sung vốn điều lệ,quy_du_tru_bo_sung_von_dieu_le,quy_du_tru_bo_sung_von_dieu_le,4_supplementary_capital_reserve,4_supplementary_capital_reserve
balance_sheet,BS_REALIZED_PROFITS,Lợi nhuận đã thực hiện,loi_nhuan_da_thuc_hien,loi_nhuan_da_thuc_hien,,7_1_realised_profits
balance_sheet,BS_UNREALIZED_PROFITS,Lợi nhuận chưa thực hiện,loi_nhuan_chua_thuc_hien,loi_nhuan_chua_thuc_hien,,7_2_unrealised_losses
balance_sheet,BS_SHORT_TERM_INVESTMENTS,Đầu tư tài chính ngắn hạn,dau_tu_tai_chinh_ngan_han,dau_tu_tai_chinh_ngan_han,,ii_short_term_investments | ii_short_term_financial_investments
balance_sheet,BS_COMPULSORY_RESERVES,Quỹ dự trữ bắt buộc,quy_du_tru_bat_buoc,quy_du_tru_bat_buoc,9_compulsory_reserves,9_compulsory_reserves
balance_sheet,BS_HELD_TO_MATURITY_INVESTMENTS,Đầu tư nắm giữ đến ngày đáo hạn,held_to_maturity_investments,dau_tu_nam_giu_den_ngay_dao_han,5_long_term_held_to_maturity_investments,5_held_to_maturity_investments | 5_long_term_held_to_maturity_investments
balance_sheet,BS_UNALLOCATED_COMMISSIONS_EXPENSES,Chi phí hoa hồng chưa phân bổ,chi_phi_hoa_hong_chua_phan_bo,chi_phi_hoa_hong_chua_phan_bo,1_1_unallocated_commissions_expenses,1_1_unallocated_commissions_expenses
balance_sheet,BS_REINSURANCE_ASSETS,Tài sản tái bảo hiểm,tai_san_tai_bao_hiem,tai_san_tai_bao_hiem,viii_reinsurance_assets,viii_reinsurance_assets
balance_sheet,BS_REINSURANCE_ASSETS_FROM_UNEARNED_PREMIUM_RESERVES,Dự phòng phí nhượng tái bảo hiểm,du_phong_phi_nhuong_tai_bao_hiem,du_phong_phi_nhuong_tai_bao_hiem,1_reinsurance_assets_from_unearned_premium_reserves,1_reinsurance_assets_from_unearned_premium_reserves
balance_sheet,BS_REINSURANCE_ASSETS_FROM_CLAIM_RESERVES,Dự phòng bồi thường nhượng tái bảo hiểm,du_phong_boi_thuong_nhuong_tai_bao_hiem,du_phong_boi_thuong_nhuong_tai_bao_hiem,2_reinsurance_assets_from_claim_reserves,2_reinsurance_assets_from_claim_reserves
balance_sheet,BS_LONG_TERM_MARGIN_DEPOSITS,Ký quỹ bảo hiểm,ky_quy_bao_hiem,ky_quy_bao_hiem,3_long_term_margin_deposits,3_long_term_margin_deposits
balance_sheet,BS_OTHER_LONG_TERM_RECEIVABLES,Phải thu dài hạn khác,other_long_term_receivables,phai_thu_dai_han_khac,6_2_other_long_term_receivables,6_2_other_long_term_receivables
balance_sheet,BS_UNEARNED_COMMISSION_REVENUES,Doanh thu hoa hồng chưa được hưởng,doanh_thu_hoa_hong_chua_duoc_huong,doanh_thu_hoa_hong_chua_duoc_huong,9_unearned_commission_revenues,9_unearned_commission_revenues
balance_sheet,BS_INSURANCE_CONTRACT_RECEIVABLES,Phải thu về hợp đồng bảo hiểm,phai_thu_ve_hop_dong_bao_hiem,phai_thu_ve_hop_dong_bao_hiem,1_1_insurance_contract_receivables,1_1_insurance_contract_receivables
balance_sheet,BS_OTHER_RECEIVABLES_OF_CUSTOMERS,Phải thu khác của khách hàng,phai_thu_khac_cua_khach_hang,phai_thu_khac_cua_khach_hang,12_other_receivables_of_customers,12_other_receivables_of_customers
balance_sheet,BS_INSURANCE_CONTRACT_PAYABLE,Phải trả về hợp đồng bảo hiểm,phai_tra_ve_hop_dong_bao_hiem,phai_tra_ve_hop_dong_bao_hiem,2_1_insurance_contract_payable,2_1_insurance_contract_payable
balance_sheet,BS_OTHER_PAYABLES_TO_SUPPLIERS,Phải trả cho người bán,phai_tra_cho_nguoi_ban,phai_tra_cho_nguoi_ban,2_2_other_payables_to_suppliers,2_2_other_payables_to_suppliers
balance_sheet,BS_INSURANCE_RESERVES,Dự phòng nghiệp vụ bảo hiểm,du_phong_nghiep_vu_bao_hiem,du_phong_nghiep_vu_bao_hiem,,iii_reserves
balance_sheet,BS_UNEARNED_PREMIUM_RESERVE,Dự phòng phí chưa được hưởng,du_phong_phi_chua_duoc_huong,du_phong_phi_chua_duoc_huong,1_unearned_premium_reserve,1_unearned_premium_reserve
balance_sheet,BS_CLAIM_RESERVE,Dự phòng bồi thường,du_phong_boi_thuong,du_phong_boi_thuong,3_claim_reserve,3_claim_reserve
balance_sheet,BS_CATASTROPHE_RESERVE,Dự phòng dao động lớn,du_phong_dao_dong_lon,du_phong_dao_dong_lon,,4_catastrophe_reserve
balance_sheet,BS_OWNERS_EQUITY,Vốn và các quỹ,owners_equity,von_va_cac_quy,viii_capital_and_reserves,d_owner_s_equity | i_owner_s_equity
balance_sheet,BS_INVESTMENTS_IN_SUBSIDIARIES,Đầu tư vào công ty con,investments_in_subsidiaries,dau_tu_vao_cong_ty_con,,
balance_sheet,BS_SHORT_TERM_INTERCOMPANY_PAYABLES,Phải trả nội bộ,phai_tra_noi_bo,phai_tra_noi_bo,,
balance_sheet,BS_LONG_TERM_INTERCOMPANY_PAYABLES,Phải trả nội bộ dài hạn,phai_tra_noi_bo_dai_han,phai_tra_noi_bo_dai_han,,
balance_sheet,BS_LONG_TERM_INTERCOMPANY_RECEIVABLES,Phải thu nội bộ dài hạn,phai_thu_noi_bo_dai_han,phai_thu_noi_bo_dai_han,,
balance_sheet,BS_PREFERRED_SHARES_LIABILITY,Cổ phiếu ưu đãi,co_phieu_uu_dai,co_phieu_uu_dai,,
balance_sheet,BS_PREFERRED_SHARES_EQUITY,Cổ phiếu ưu đãi,co_phieu_uu_dai,co_phieu_uu_dai,,
balance_sheet,BS_SEVERANCE_PAY_PROVISION,Dự phòng trợ cấp thôi việc,du_phong_tro_cap_thoi_viec,du_phong_tro_cap_thoi_viec,,
balance_sheet,BS_ENTERPRISE_REORGANIZATION_SUPPORT_FUND,Quỹ hỗ trợ sắp xếp doanh nghiệp,quy_ho_tro_sap_xep_doanh_nghiep,quy_ho_tro_sap_xep_doanh_nghiep,,
balance_sheet,BS_BUDGET_SOURCES_FORMING_FIXED_ASSETS,Nguồn kinh phí đã hình thành TSCĐ,nguon_kinh_phi_da_hinh_thanh_tscd,nguon_kinh_phi_da_hinh_thanh_tscd,,
balance_sheet,BS_BOND_CONVERSION_OPTIONS,Quyền chọn chuyển đổi trái phiếu,quyen_chon_chuyen_doi_trai_phieu,quyen_chon_chuyen_doi_trai_phieu,,
balance_sheet,BS_GOVERNMENT_BOND_REPURCHASE_TRANSACTIONS,Giao dịch mua bán lại trái phiếu Chính phủ,giao_dich_mua_ban_lai_trai_phieu_chinh_phu,giao_dich_mua_ban_lai_trai_phieu_chinh_phu,,
balance_sheet,BS_WORKING_CAPITAL_IN_AFFILIATES,Vốn kinh doanh ở các đơn vị trực thuộc,von_kinh_doanh_o_cac_don_vi_truc_thuoc,von_kinh_doanh_o_cac_don_vi_truc_thuoc,,
balance_sheet,BS_INTERCOMPANY_PAYABLES_FOR_WORKING_CAPITAL,Phải trả nội bộ về vốn kinh doanh,phai_tra_noi_bo_ve_von_kinh_doanh,phai_tra_noi_bo_ve_von_kinh_doanh,,
balance_sheet,BS_INVENTORIES_GROSS,Hàng tồn kho,hang_ton_kho,hang_ton_kho,,1_inventories
balance_sheet,BS_INVENTORIES,Hàng tồn kho,inventories,hang_ton_kho,,1_inventories | iv_inventories
balance_sheet,BS_OFF_FIRM_AND_MANAGED_ASSETS,A. TÀI SẢN CỦA CÔNG TY CHỨNG KHOÁN (CTCK) VÀ TÀI SẢN QUẢN LÝ THEO CAM KẾT,a_tai_san_cua_cong_ty_chung_khoan_ctck_va_tai_san_quan_ly_theo_cam_ket,a_tai_san_cua_cong_ty_chung_khoan_ctck_va_tai_san_quan_ly_theo_cam_ket,,
balance_sheet,BS_OFF_LEASED_FIXED_ASSETS,Tài sản cố định thuê ngoài,tai_san_co_dinh_thue_ngoai,tai_san_co_dinh_thue_ngoai,,
balance_sheet,BS_OFF_VALUABLE_PAPERS_HELD_IN_CUSTODY,Chứng chỉ có giá nhận giữ hộ,chung_chi_co_gia_nhan_giu_ho,chung_chi_co_gia_nhan_giu_ho,,
balance_sheet,BS_OFF_MORTGAGED_ASSETS,Tài sản nhận thế chấp,tai_san_nhan_the_chap,tai_san_nhan_the_chap,,
balance_sheet,BS_OFF_BAD_DEBTS_WRITTEN_OFF,Nợ khó đòi đã xử lý,no_kho_doi_da_xu_ly,no_kho_doi_da_xu_ly,,
balance_sheet,BS_OFF_FOREIGN_CURRENCIES,Ngoại tệ các loại,ngoai_te_cac_loai,ngoai_te_cac_loai,,
balance_sheet,BS_OFF_OUTSTANDING_SHARES,Cổ phiếu đang lưu hành (Số lượng),co_phieu_dang_luu_hanh_so_luong,co_phieu_dang_luu_hanh_so_luong,,
balance_sheet,BS_OFF_TREASURY_SHARES,Cổ phiếu quỹ (Số lượng),co_phieu_quy_so_luong,co_phieu_quy_so_luong,,
balance_sheet,BS_OFF_FIRM_LISTED_FINANCIAL_ASSETS,Tài sản tài chính niêm yết/đăng ký giao dịch tại VSD của CTCK,tai_san_tai_chinh_niem_yet_dang_ky_giao_dich_tai_vsd_cua_ctck,tai_san_tai_chinh_niem_yet_dang_ky_giao_dich_tai_vsd_cua_ctck,,
balance_sheet,BS_OFF_FIRM_UNTRADED_FINANCIAL_ASSETS,Tài sản tài chính đã lưu ký tại VSD và chưa giao dịch của CTCK,tai_san_tai_chinh_da_luu_ky_tai_vsd_va_chua_giao_dich_cua_ctck,tai_san_tai_chinh_da_luu_ky_tai_vsd_va_chua_giao_dich_cua_ctck,,
balance_sheet,BS_OFF_FIRM_AWAITING_FINANCIAL_ASSETS,Tài sản tài chính chờ về của CTCK,tai_san_tai_chinh_cho_ve_cua_ctck,tai_san_tai_chinh_cho_ve_cua_ctck,,
balance_sheet,BS_OFF_FIRM_ERROR_CORRECTION_FINANCIAL_ASSETS,Tài sản tài chính sửa lỗi giao dịch của CTCK,tai_san_tai_chinh_sua_loi_giao_dich_cua_ctck,tai_san_tai_chinh_sua_loi_giao_dich_cua_ctck,,
balance_sheet,BS_OFF_FIRM_UNREGISTERED_FINANCIAL_ASSETS,Tài sản tài chính chưa lưu ký tại VSD của CTCK,tai_san_tai_chinh_chua_luu_ky_tai_vsd_cua_ctck,tai_san_tai_chinh_chua_luu_ky_tai_vsd_cua_ctck,,
balance_sheet,BS_OFF_FIRM_ENTITLED_FINANCIAL_ASSETS,Tài sản tài chính được hưởng quyền của CTCK,tai_san_tai_chinh_duoc_huong_quyen_cua_ctck,tai_san_tai_chinh_duoc_huong_quyen_cua_ctck,,
balance_sheet,BS_OFF_INVESTOR_MANAGED_ASSETS_AND_PAYABLES,B. TÀI SẢN VÀ CÁC KHOẢN PHẢI TRẢ VỀ TÀI SẢN QUẢN LÝ CAM KẾT VỚI KHÁCH HÀNG,b_tai_san_va_cac_khoan_phai_tra_ve_tai_san_quan_ly_cam_ket_voi_khach_hang,b_tai_san_va_cac_khoan_phai_tra_ve_tai_san_quan_ly_cam_ket_voi_khach_hang,,
